,Judul Berita,Isi Berita,Kelas Berita
59,"Jokowi: Saya Tanya PUBG Dijawab Pak Prabowo Pertanian, Kok Nggak Nyambung!","Capres petahana Joko Widodo (Jokowi) menyinggung tentang jawaban capres nomor urut 02 Prabowo Subianto tentang pertanian pada pertanyaannya mengenai eSport. Jokowi menilai jawaban Prabowo tidak sinkron dengan pertanyaannya.""Tadi saya bertanya mengenai pengembangan eSport, Mobile Legend. Saya sebetulnya mau cerita mengenai PUBG, DOTA, tapi karena jawaban bapak tadi pertanian, saya jadi kok nggak sambung, ya nggak apa-apa, maaf,"" ujar Jokowi dari atas panggung debat di The Sultan Hotel Jakarta, Sabtu (13/4/2019). Dalam sesi sebelumnya Jokowi memang menanyakan tentang strategi Prabowo tentang pengembangan eSport. Awalnya cawapres Prabowo, Sandiaga Uno, yang menjawab, tetapi kemudian Prabowo menimpali bila segala hal yang berhubungan dengan digital itu baik, namun bukan itu fokus persoalan bangsa.""Digital-digital itu bagus, tapi rakyat kita butuh swasembada pangan,"" tutur Prabowo.Prabowo mengatakan, jika terpilih menjadi presiden, dia akan memfokuskan pada persoalan pangan. Dia juga ingin meningkatkan kualitas hidup para petani, nelayan, sampai guru honorer.""Saya memfokuskan nanti kebijakan-kebijakan saya dalam hal-hal yang mendasar. Yang menjawab kebutuhan pangan rakyat Indonesia, tingkatkan produksi pertanian, penghasilan petani. Kualitas hidup dan perlindungan pada nelayan, tingkatkan kualitas, lindungi buruh. Itu yang saya fokus,"" kata Prabowo.""Rakyat kita sedang susah,"" tegas Prabowo.",Negatif
60,"Tercoblosnya Surat Suara, Sandi Pertanyakan Hukum Tajam ke Mana"," Cawapres Sandiaga Uno menyoroti surat suara yang tercoblos mayoritas 01 di Selangor, Malaysia. Arah hukum pun dipertanyakan sang penantang petahana.Surat suara tercoblos mayoritas 01 itu berawal dari laporan relawan PADI (Prabowo-Sandi). Relawan bernama Parlaungan menginformasikan temuan surat suara tercoblos ke Panwaslu Kuala Lumpur. Bagi Sandi, temuan tersebut mencederai demokrasi.""Sangat disayangkan, saya memberikan catatan tersendiri. Ini sangat mencederai demokrasi,"" ujar Sandi dalam kunjungan ke Rumah Siap Kerja di Jalan Pipa Reja, Palembang, Jumat (12/4/2019).  Terkait penemuan surat suara tercoblos tersebut, Sandi meminta aparat penegak hukum segera bertindak. Dia pun minta hasil penyelidikan dibuka ke publik sebelum pencoblosan 17 April digelar.""Kami persilakan supaya aparat segera bertindak karena tinggal 3-4 hari menuju pencoblosan. Ini sangat-sangatlah tidak adil, sangat mencederai demokrasi kita,"" kata Sandi.Tidak hanya itu, Sandi pun menilai surat suara itu bukan tercoblos, melainkan telah dicoblos dengan sengaja agar mencederai demokrasi. Tak berhenti di situ sorotan Sandi atas temuan surat suara di Malaysia yang menurutnya sengaja dicoblos. Persoalan arah hukum dipertanyakannya.",Positif
61,"Kampanye di Tegal, Jokowi Mengaku Pernah Jadi Sales","TEGAL â Calon presiden 01 Joko Widodo (Jokowi) melakukan kampanye terbuka di Tegal, Jawa Tengah, Kamis (4/4). Dalam kegiatan itu, Jokowi menyosialisasikan program Kartu Indonesia Murah, Kartu Pra-Kerja, dan Kartu Sembako Murah.Saat menyosialisasikan ketiga kartu tersebut, Jokowi mengundang dua warga yang menghadiri kampanyenya untuk naik ke panggung. Salah satu warga tersebut bernama Mulyadi.Jokowi sempat menanyakan jenjang pendidikan yang pernah ditempuh Mulyadi. Dia menjawab hanya lulusan sekolah dasar (SD). Jokowi kemudian mengatakan bahwa lulusan SD juga dapat mengikuti program Kartu Pra-Kerja.âSekarang kerja di mana?â tanya Jokowi. Mulyadi, dengan agak malu menjawab bahwa dia seorang sales. âYa bagus dong sales. Saya dulu tahun 85-86 juga sales lho,â kata Jokowi menanggapi jawaban Mulyadi.Obrolan keduanya pun diakhiri dengan bersalaman. Warga lainnya yang diajak Jokowi ke panggung adalah Rohani. Dia menanyakan kepada Rohani apa yang diharapkannya dari Kartu Sembako Murah. âSupaya enggak banyak utang,â ucap Rohani.Jokowi pun mengapresiasi jawaban jujur Rohani. Jokowi mengatakan, selama lima tahun masa pemerintahannya, pembangunan infrastruktur menjadi prioritas pemerintah. Jika terpilih kembali, fokus pemerintah akan dialihkan kepada pembangunan manusia melalui pendidikan, lapangan kerja, dan akses makanan bergizi. (MDS01)",Positif
62,PBNU Yakin Masyarakat Cerdas Sikapi Quick Count: Pemilu Ini Damai,"Lembaga-lembaga survei mengeluarkan hasil hitung cepat Pilpres 2019. Pengurus Besar Nahdlatul Ulama (PBNU) meminta masyarakat untuk tetap tenang merespons hasil quick count.""Secara akademis, hasil exit poll, dan quick count merupakan cerminan hasil Pemilu namun bukan merupakan hasil akhir pemilu yang secara legal dapat dijadikan dasar penetapan perolehan suara capres-cawapres. Hasil akhir perolehan suara Pilpres adalah yang kelak ditetapkan dan diumumkan KPU Mei mendatang,"" kata Ketua Pengurus Harian Tanfidziyah PBNU, Robikin Emhas, lewat keterangannya, Rabu (17/4/2019). ""Untuk itu saya berharap masyarakat tidak merespons hasil Pilpres yang dirilis oleh berbagai lembaga survei secara berlebihan,"" sambungnya.  Dia menegaskan exit poll maupun quick count berbeda dengan penghitungan secara nyata (real count) yang dilakukan KPU. Robikin yakin masyarakat sudah cerdas dan Pemilu berlangsung damai.""Saya percaya bangsa kita sudah maju dalam berdemokrasi, sehingga tidak akan ada yang mempertaruhkan rasa kesatuan dan persatuan bangsa hanya karena merespons hasil Pemilu yang dirilis lembaga survei secara emosional dan tak berbudaya. Masyarakat kita sudah cerdas. Pemilu akan berlangsung damai. Saya yakin itu,"" ucap Robikin.""Betapa pun kita yakin, siapa pun yang terpilih sebagai presiden dan wakil presiden dalam pilpres adalah pilihan terbaik rakyat yang sekaligus harus kita yakini sebagai yang terbaik untuk bangsa dan negara Indonesia,"" imbuhnya.Sebelumnya diberitakan, capres Joko Widodo (Jokowi) meminta para pendukungnya tetap menunggu penghitungan resmi KPU atas hasil perolehan suara Pilpres 2019.""Yang kedua, dari indikasi exit poll dan juga quick count tadi sudah kita lihat semua, tapi kita harus bersabar, bersabar menunggu penghitungan dari KPU secara resmi,"" kata Jokowi dalam pernyataannya di Djakarta Theater, Jl MH Thamrin, Jakpus, Rabu (17/4/2019).Sikap senada disampaikan kubu Prabowo-Sandiaga meminta para pendukung untuk menunggu hasil real count KPU. Selain itu, para pendukung juga diminta untuk mengawal berkas C1.""Saya imbau relawan saya seluruhnya, pertama tetap semangat, kita tunggu perhitungan lain sampai real count KPU. Jangan terpengaruh dengan quick count ini,"" ujar Komjen Pol (Purn) Sofyan Jacob di depan kediaman Prabowo, Jalan Kertanegara, Kebayoran Baru, Jakarta Selatan, Rabu (17/4/2019). Untuk diketahui, sebagian besar hasil quick count lembaga survei memenangkan pasangan Jokowi-Ma'Aruf Amin. Namun KPU memang belum selesai melakukan penghitungan real count.",Positif
63,"Singgung Prabowo Gebrak Podium, Maâruf: Pemimpin Harus Sabar & Santun","BANDUNG â Calon wakil presiden 01 Maâruf Amin menanggapi gaya pidato calon presiden 02 Prabowo Subianto yang menggebrak-gebrak podium saat berpidato di Stadion Kridosono Yogyakarta pada Senin (8/4) lalu. Menurut dia, seorang calon pemimpin harus dapat memperlihatkan kesantunan dan kesabaran.âPemimpin itu jangan cepat emosi. Ya sabar, santun,â kata Maâruf saat ditanya awak media perihal gaya pidato Prabowo seusai melakukan kampanye di Kabupaten Bandung Barat, Selasa (9/4).Ketua Majelis Ulama Indonesia (MUI) itu juga mengomentari pernyataan Prabowo yang menyebut bahwa Indonesia sedang diperkosa. Hal itu diutarakan Prabowo saat berpidato di Stadion Gelora Bung Karno beberapa waktu lalu.Maâruf menilai, seorang pemimpin juga harus bisa berbicara dengan bijak. âPemimpin iu harus bicara yang bijak, yang mengayomi, yang mengajak, memberikan tuntunan-tuntunan yang positif,â ucapnya.Seorang pemimpin, kata dia melanjutkan, tidak boleh mencontohkan atau mengajarkan sikap-sikap yang keras. Sebaliknya, pemimpin harus bisa sifat-sifat yang baik dan layak ditiru.Maâruf menekankan bahwa kesantunan layak dimiliki seorang pemimpin. âSopan santun, bermartabat, dan justru masyarakat menginginkan seperti itu. Ketika itu tidak didapat, dia akan mencari pemimpin yang santun,â ujarnya. (MDS01)",Negatif
64,"Jemaah Aceh-Sorong Acungkan Dua Jari, UAS ke Prabowo : Umat Berharap Besar Sama Bapak","INIPASTI.COM, JAKARTA â Ustadz Abdul Somad (UAS) mengungkapkan rasa leganya di hadapan Calon Presiden (Capres) nomor urut 2, Prabowo Subianto. UAS mengaku lega telah menyampaikan unek-unek yang selama ini ia dapati dari orang-orang yang ditemuinya selama menjalankan rutinitasnya sebagai seorang mubalig.Dialog interaktif antara keduanya ini berlangsung pada Kamis, 11 April 2019 sore dan disiarkan di salah satu stasiun TV Nasional. Dalam dialog tersebut, UAS mengungkapkan bahwa setiap ia tampil, jemaah selalu mengacungkan dua jari.âMari kita dengar tausiyah dari Ustaz Abdul Somad (ucap UAS menirukan MC), begitu saya naik semua (acungkan dua jari). Saya bilang, kalian kan punya jari sepuluh, kenapa yang diangkat cuman dua? Itu saya ucapkan untuk menetralisir. Karena ini kan ada Panwaslu Bawaslu. Saya tidak ingin tabligh Akbar itu menjadi politik,â urai UAS saat ditanya oleh Prabowo terkait hal-hal yang ditemui ketika ia berdakwah.UAS mengungkap bahwa hal itu terjadi di seluruh Indonesia, dari ujung Aceh hingga Papua. âDari mulai ujung Aceh, sampai pulau Madura, sampai ke Sorong, jadi saya lihat ini, umat berharap besar sama bapak, itu yang saya lihat,â ucap UAS ke Prabowo.Dai Kondang asal Riau ini pun memberikan pesan dan menyampaikan harapannya ke Capres nomor urut 2 tersebut. Karena menurutnya, Prabowo Subianto yang sudah mendapatkan dukungan dari ulama, juga dukungan dan amanah itu diberikan oleh umat.Â Ia pun memberikan analogi keranjang sebagai sebuah amanah. Di mana dalam keranjang tersebut berisi beberapa benda. Setiap benda, menurut UAS, harus diberikan kepada yang orang yang tepat.âIni ada satu keranjang amanah. Dalam keranjang ini, ada pisau, ada bunga, ada buah, ada pena. Bapak letakkan amanah ini. Pisau, bapak berikan ke anak muda, karena mereka akan pergi ke hutan berburu. Yang buah, bapak berikan ke anak-anak, mereka makan buah supaya fresh. Yang bunga, bapak berikan kepada anak gadis. Sedangkan pena, bapak berikan kepada ulama agar mereka menulis. Jangan bapak berikan pisau kepada anak kecil, dia akan melukai,â pesan UAS.Â Selanjutnya, UAS menambahkan bahwa ketika amanah tersebut telah berada di pundak Prabowo, Prabowo mesti adil dalam menjalankan amanah tersebut. Ia pun mendoakan Prabowo agar masuk ke dalam golongan pemimpin yang adil.Â âAda 7 golongan yang akan mendapatkan naungan Allah nanti, saat tidak ada lagi naungan, hancur dunia ini nanti. Yang pertama yang mendapatkan naungan itu adalah Pemimpin yang adil. Mudah-mudahan bapak termasuk,â harap UAS yang langsung diamini oleh Prabowo Subianto. (Sule)",Negatif
65,"Jika Terpilih, Prabowo Janji Bangun 1 Juta Rumah Rakyat Tiap Tahun","JAKARTA â Calon presiden 02 Prabowo Subianto berjanji akan memberikan akses rumah murah kepada rakyat Indonesia berpenghasilan rendah. Jika diamanatkan menjadi presiden, dia bertekad membangun minimal satu juta rumah murah untuk rakyat.âKita akan bangun minimal satu juta rumah murah untuk rakyat setiap tahunnya,â kata Prabowo dalam keterangan tertulisnya yang dirilis pada Kamis (28/3).Menurut dia, hal tersebut sangat mungkin diwujudkan dengan cara mereduksi kebocoran keuangan negara dan menekan angka korupsi di Indonesia. Dengan cara itu, uang negara dapat dialokasikan untuk program rumah rakyat.âKita bertekad menekan kebocoran keuangan negara dan kita bertekad menciptakan pemerintahan yang bersih dan tidak akan korupsi, dengan demikian yang hilang akibat korupsi dan alari atau disimpan ke luar negeri itu kita akan alihkan untuk menciptakan lapangan pekerjaan yang luas, dengan membangun pabrik-pabrik baru, perbaikan gaji PNS, guru, dokter, gubernur, menteri, perawat, dokter, bidan, guru honorer dan seluruh pegawai pemerintah lainnya,â ucapnya.Jika diberi amanat, Prabowo mengklaim akan sepenuhnya bekerja untuk kepentingan rakyat. Ia akan menurunkan tarif dasar listrik, harga kebutuhan pokok, termasuk harga daging. Menurut tim pakarnya, harga daging bisa diturunkan sekitar dua pekan setelah proses pelantikan berlangsung.âJadi saudara-saudara saya bilang lagi, bisa turunkan harga daging? Bisa, mungin dua minggu. Paling lambat sebulan lah. Saya bilang kita nanti akan jamin penghasilan petani baik, tak ada impor-impor beras, kita hanya akan impor untuk cadangan strategsi kalau ada kesulitan rakyat,â kata Prabowo.Dia pun optimistis dapat menurunkan harga bahan bakar minyak. Jika terpilih, dia yakin hal itu dapat dilakukan setelah setahun proses pelantikan. (MDS01)",Positif
66,TKN Minta KPU Ungkap Otak Kriminal Surat Suara Tercoblos,"Jakarta, CNN Indonesia -- Wakil Ketua Tim Kampanye Nasional (TKN) Joko Widodo-Ma'ruf Amin, Johnny G Plate, memintaÂ Komisi Pemilihan Umum (KPU) membongkar pihak yang ada di balik isu surat suara tercoblosÂ di Malaysia untuk paslon Jokowi-Ma'ruf.""Kami minta penyelenggara pemilu untuk sampaikan siapa sebenarnya sih kriminalnya? Siapa yang melakukan pelanggaran pemilu secara masif? Dibuka itu kepada publik sehingga jelas,"" ucap dia, saat ditemui di Kantor KPU, Jakarta, Senin (15/4).Dalam kesempatan itu Jhonny didampingi Wakil Ketua TKN Arsul Sani, Juru Bicara TKN Eriko Sotarduga, Direktur Hukum TKN Irfan Pulungan, dan Wakil Sekretaris TKN Verry Surya Hendrawan. Perwakilan TKN disambut pimpinan KPU, Bawaslu, dan DKPP.  Jhonny menyebut upaya TKN ini untuk menjaga legitimasi Pemilu 2019 dan penyelenggaranya. Ia menyebut isu-isu tersebut merugikan bangsa Indonesia.""Demi memastikan legitimasi pemilu kita dan hasil pemilihan umum. Ini pemimpin negara, kepala pemerintahan, dan politisi-politisi legislatif. Jangan main-main dengan legitimasi,"" ujarnya.Sebelumnya, beredar video surat suara tercoblos di Kuala Lumpur, Malaysia untuk pasangan calon nomor urut 01 Jokowi-Ma'ruf.Kejadian itu dipastikan oleh Bawaslu. Puluhan ribu surat suara ditemukan oleh Panwaslu Kuala Lumpur.""Apakah peristiwa tadi terjadi, ya, tapi apakah surat suara dan lain-lain dalam keterangan konfirmasi jajaran kami, yaitu Panwaslu Luar Negeri, dipastikan dijawab dengan huruf tebal dan ber-font besar, maksudnya sedikit jengkel, 'ASLI, PAK',"" kata Anggota Bawaslu Mochammad Afifuddin dalam jumpa pers di Kantor Bawaslu, Jakarta, Kamis (11/4).",Positif
67,Jokowi: Pembuat Kebohongan Itu Tidak Mikir,"Liputan6.com, Karawang - Capres nomor urut 01 Joko Widodo atau Jokowi meminta pendukungnya di Karawang untuk menangkal hoaks dan fitnah menjelang delapan hari pencoblosan Pilpres 2019. Jokowi menyebut orang yang membuat kebohongan tidak mikir. Awalnya dia bercerita terkait hoaks yang mengatakan dirinya keturunan PKI. Jokowi kembali menggunakan analogi umur masih empat tahun saat PKI dibubarkan. Menurutnya logika dari mereka yang membuat hoaks tidak masuk. ""Logikanya itu loh, mikir, mikir, mikir. Artinya yang membuat kebohongan artinya tidak mikir,"" kata Jokowi saat kampanye terbuka di Stadion Singaperbangsa Karawang, Jawa Barat, Selasa (9/4/2019). Jokowi juga menyinggung sejumlah hoaks yang pernah disebarkan relawan perempuan Prabowo-Sandiaga di Karawang. Yaitu terkait nikah sesama jenis dilegalkan dan azan dilarang bila terpilih. ""Itu bohong semua, itu hasutan, fitnah,"" tegas Jokowi. Karena itu, Jokowi mengajak pendukungnya di Karawang ikut menetralisir orang yang sudah percaya dengan fitnah demikian. Dia meminta hal itu mulai dijelaskan dari tetangga dekat. ""Jangan sampai ada yang percaya, kalau ada tetangga kita yang terkena itu tolong diluruskan, segera diberi penjelasan,"" pungkas Jokowi.",Negatif
68,TKD sebut keunggulan Jokowi-Amin di Jateng spektakuler,"Semarang (ANTARA) - Tim Kampanye Daerah (TKD) Joko Widodo-Ma'ruf Amin Jawa Tengah menyebut keunggulan pasangan capres nomor urut 01 di Provinsi Jateng sebagai hal yang spektakuler dan istimewa berdasarkan hitung cepat sejumlah lembaga survei.  ""'Quick count' itu ada ilmunya dan dilakukan lembaga-lembaga survei yang punya kredibilitas serta terdaftar di KPU sehingga tingkat akurasinya oke, maka kesimpulannya Jokowi-Amin menang secara nasional, Jateng menangnya spektakuler, istimewa karena tembus angka 76 persen dari 'quick count',"" kata Ketua TKD Jokowi-Amin Jateng Bambang Wuryanto di Semarang, Rabu.  Pria yang akrab disapa Bambang Pacul itu menegaskan bahwa PDI Perjuangan Jateng merasa sangat puas dengan perolehan suara pasangan capres nomor urut 01.  ""Kemenangan Jokowi sudah hampir pasti untuk nasional, dan saya pastikan akan berdampak bagi partai,"" ujar Bambang Pacul yang juga menjabat Ketua DPD PDIP Jateng itu.  Sementara itu, Badan Pemenangan Nasional (BPN) Prabowo Subianto-Sandiaga Uno Jawa Tengah mengaku fokus pada pengumpulan formulir C1 pilpres dari para saksi di TPS-TPS yang akan menjadi dasar proses penghitungan suara.  ""Kami fokus ke C1 bukan 'quick count', inikan pemilu serentak dan cukup rumit. Jumlahnya (formulir) banyak sekali dan belum masuk semuanya,"" kata Juru Bicara BPN Prabowo-Sandi Jateng Sriyanto Saputro saat dihubungi melalui telepon.  Tiap saksi, kata dia, baru akan memperoleh formulir C1 setelah semua proses penghitungan selesai sehingga butuh waktu untuk pengumpulannya.  ""Secara keseluruhan, perolehan suara Prabowo-Sandi di Jateng meningkat jika dibandingkan Pilpres 2014. Hal itu saya simpulkan dari sejumlah laporan saksi yang masuk,"" katanya.",Positif
69,BPN Bantah Tuduhan Prabowo Dukung Ideologi Khilafah,"JAKARTA â Anggota Dewan Pengarah Badan Pemenangan Nasional (BPN) Fadli Zon membantah tuduhan tentang Prabowo Subianto pendukung ideologi khilafah. Sebaliknya, dia mengklaim bahwa Prabowo adalah seorang nasionalis sejati.âSoal nasionalisme, Prabowo sangat nasionalis. Beliau pertaruhkan jiwa dan raga saat menjadi prajurit TNI, hingga saat ini,â kata Fadli di Jakarta pada Kamis (28/3).Fadli mengaku tidak meragukan bagaimana TNI menanamkan rasa nasionalisme kepada para prajuritnya. Hal itu pun tampak pada diri Prabowo yang sangat mengutamakan kepentingan nasional di atas kepentingan lain.Direktur Materi Debat BPN Prabowo-Sandiaga Uno, Sudirman Said, meminta agar pihak-pihak yang menyebarluaskan hoaks bahwa Prabowo didukung organisasi berpaham khilafah agar berhenti melakukan aksinya. âSaya ingatkan agar dihentikan karena itu bukan saja fitnah, namun sudah dorongan ke arah perpecahan,â ucapnya.Sebagai seorang pensiunan jenderal dan ketua umum partai politik berhaluan nasionalis-religius, Sudirman menilai tidak masuk akal jika Prabowo akan membangun sistem negara khilafah. Sebaliknya, Prabowo tidak mungkin mengubah komitmennya dalam mengedepankan dan melaksanakan idelogi Pancasila.Dia berharap kabar bahwa Prabowo pendukung ideologi khilafah tidak dibawa dalam debat pilpres mendatang. âJangan membawa dalam forum debat capres dengan hal yang tuduhannya tidak berdasar, tolong hentikan omongan seperti itu,â ujar Sudirman. (MDS01)",Negatif
70,TGB Sebut Lawan Jokowi dalam Pilpres adalah Fitnah,"JAKARTA â Mantan gubernur Nusa Tenggara Barat Muhammad Zainul Majdi atau Tuan Guru Bajang (TGB) mengatakan bahwa lawan utama Joko Widodo (Jokowi) dalam pilpres 2019 adalah fitnah. Menurut dia, capres petahana itu kerap diserang menggunakan fitnah, baik pribadinya maupun kebijakannya.âSering kita dengar ungkapan, Pak Jokowi lawannya adalah fitnah. Benar enggak bapak ibu?â kata TGB dalam acara Majelis Taklim Berselawat di Istora Senayan, Jakarta, Senin (8/4).Politikus yang kini merapat ke Partai Golkar itu mengungkapkan, pada awalnya Jokowi kerap difitnah secara pribadi. Salah satu contohnya adalah dia dituding non-Muslim. Namun hal itu ternyata keliru karena kedua orang tua kandung Jokowi ternyata Islam.Jokowi juga sempat dituduh PKI. Namun hal itu pun mustahil sebab Jokowi telah berulang kali menyatakan bahwa dia lahir pada 1962. Artinya saat peristiwa G30S terjadi, Jokowi masih berusia 3 tahun.Selain pribadi, menurut TGB, kini Jokowi juga diserang melalui kebijakan-kebijakan yang hendak diambilnya. Misalnya, jika terpilih kembali, Jokowi akan melarang penggunaan hijab. Dia menyebut tuduhan tersebut tak berdasar.Buktinya, pada masa pemerintahan Jokowi, para personel Polwan yang beragama Muslim diperkenankan mengenakan hijab. âArtinya apa? Pada masa Pak Jokowi memimpin Alhamdulillah syiar-syiar Islam, syiar keumatan terus menyebar rata di seluruh penjuru Indonesia. Jadi ada satu ungkapan, diserang pribadi tak berhasil, diserang kebijakan juga tidak mempan,â ujar TGB. (MDS01)",Negatif
71,Menhub Budi Karya Bantah Tak Patuh Lapor Harta Kekayaan,"Jakarta, CNN Indonesia -- Menteri Perhubungan Budi Karya Sumadi membantah pernyataan lembaga swadaya masyarakat Indonesia Corruption Watch (ICW) yang mengatakan mengatakan jajaran menteri era Presiden Joko Widodo tak patuh dalam melaporkan harta kekayaannya ke Komisi Pemberantasan Korupsi (KPK).Hal tersebut disampaikan Kepala Biro Komunikasi dan Informasi Publik Kementerian Perhubungan (Kemenhub) Hengki Angkasawan dalam surat yang diterima CNNIndonesia.com, Senin (15/4).Menurutnya, Budi telah menyerahkan Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) 2018 dan hal tersebut dapat dibuktikan dari lembar penyerahan LHKPN 2018 yang dikeluarkan oleh KPK.  ""Kami sampaikan bahwa Menteri Perhubungan Budi Karya Sumadi telah menyerahkan LHKPN tahun 2018. Hal ini dapat dibuktikan dengan adanya email konfirmasi lembar penyerahan LHKPN tahun 2018 dari KPK,"" kata Hengki.Dia menjelaskan, Budi memberikan perhatian terhadap kewajiban LHKPN setiap tahun. HengkiÂ juga menyatakan Budi menekankan kewajiban ini kepada seluruh pegawai di lingkungan Kemenhub. ""Menhub Budi Karya Sumadi kepada seluruh pejabat sertai pegawai di lingkungan Kemenhub yang secara undang-undang wajib menyampaikan LHKPN kepada KPK dengan meminta unit kerja inspektorat jenderal untuk mengawasi dan melaporkan secara periodik,"" ucap dia.Hengki juga berkata tingkat kepatuhan para pejabat dan pegawai di lingkungan Kemenhub terhadap penyerahan LHKPN mencapai 100 persen.Sebelumnya, ICW mengatakan para menteri era Presiden Jokowi tak patuh dalam melaporkan harta kekayaannya kepada KPK.Peneliti ICW Kurnia Ramadhana mengatakan tak ada satu pun menteri yang melaporkan hartanya hingga 31 Maret lalu.""Data ini mengecewakan, para menteri tidak patuh lapor LHKPN (Laporan Harta Kekayaan Penyelenggara Negara),"" ucap Kurnia di Kantor ICW, Minggu (14/4).Data itu diperoleh ICW setelah menelusuri laman ACCH-KPK, e-LHKPN, dan Pantau LHKPN pada 8 April.Â Catatan redaksi: Berita ini merupakan hak jawab dari artikel CNNIndonesia.com yang berjudul: ""ICW: Jajaran Menteri Jokowi Tak Patuh Laporkan Harta Kekayaan"".",Positif
72,Ahok Acungkan Telunjuk Bertinta Usai Nyoblos di Osaka,"Jakarta, CNN Indonesia -- Mantan Gubernur DKI Jakarta Basuki Tjahaja Purnama atauÂ Ahok telah memberikan hak pilihnya dalamÂ Pemilu 2019 di Osaka, Jepang, Minggu (14/4). Pria yang saat ini disapa BTP itu memamerkan dirinya yang telah memberikan hak pilih dengan mengunggah sebuah foto di akun instagram @basukibtp. Dalam foto yang diunggah terlihat foto Ahok mengenakan kemeja putih sambil mengacungkan satu jari kanan yang telah bertinta biru. Sementara di belakangnya terlihat latar berwarna merah dan putih dengan tulisan Pemilu 2019 Osaka. Pada keterangan foto, Ahok menuliskan bahwa dirinya baru saja selesai memberikan hak suara pada Pemilu 2019. 'Baru saja selesai memberikan hak suara pada Pemilu 2019 di Osaka, Jepang. Ayo memilih, jangan golput!'  Foto itu diunggah Ahok sekitar pukul 15.30 WIB. Hingga saat ini unggahan itu telah disukai 50.518 penggunan instagram dan mendapat lebih dari 800 komentar. Unggahan serupa juga dicuitkan Ahok di akun twitter @basuki_btp.Pemungutan suara di luar negeri diketahui dilaksanakan lebih awal yakni pada 8 hingga 14 April 2019. Meski demikian proses penghitungan suara tetap dilakukan bersamaan dengan pelaksanaan di Indonesia yakni pada 17 April mendatang.",Positif
73,"Jokowi Menang Versi Hitung Cepat, TGB Klaim Tak Ada Euforia dari TKN","Hitung cepat (quick count) berbagai lembaga survei mengunggulkan paslon 01 Joko Widodo-Ma'ruf Amin atas Prabowo Subianto-Sandiaga Uno. Anggota Tim Kampanye Nasional (TKN) Jokowi-Ma'ruf Amin, TGH Muhammad Zainul Majdi atau Tuan Guru Bajang (TGB), mengklaim tidak ada euforia dalam tubuh TKN.""Artinya mari kita menyikapi hasil survei itu dengan tidak berlebihan juga ya sebagaimana kita lihat tadi tidak ada euforia apapun ya. Pak Jokowi, teman-teman di TKN tidak ada euforia apapun, semua bersyukur melihat hasil survei itu dengan penuh kesyukuran,"" kata TGB di Kantor DPP Partai Golkar, Jl Anggrek Neli Murni, Slipi, Jakarta Barat, Rabu (17/4/2019).TGB pun mengajak seluruh elite politik untuk menghormati dan menyikapi quick count dengan sejuk. Jika ada pihak yang merasa kurang menerima quick count, menurutnya, dapat menunggu hasil akhir dari KPU.  ""Menurut saya elit politik siapapun orangnya dengan segala hormat mari kita berikan ujaran-ujaran dan pernyataan yang menyejukkan, kan kontestasi sudah selesai,"" ujar Korbid Keumatan Partai Golkar itu.""Mari kita dengan berlapang dada kita tunggu hasil, kita hormati quick count, yang mau percaya ya Alhamdulillah sesuai metode scientific, yang merasa kurang lega atau kurang nyaman silakan tunggu hasil KPU,"" imbuhnya.Menurut TGB, siapapun tidak boleh ada yang memprovokasi masyarakat terkait quick count. Sebab menurutnya, jika terjadi hal yang tidak diinginkan, itu dapat merugikan seluruh masyarakat.""Tapi tidak boleh siapapun kita atau tokoh-tokoh menyuarakan hal-hal yang akan menyebabkan masyarakat kita terprovokasi atau mempersulit kita untuk membangun Indonesia ke depan. Itu kan yang rugi bukan satu atau dua pihak, tapi kita semua,"" tutur TGB.Sebelumnya, berbagai lembaga survei menggelar quick count seusai pemungutan suara Pemilu 2019 dan data yang masuk sudah di atas 90%. Hasilnya, pasangan calon Joko Widodo (Jokowi)-KH Ma'ruf Amin masih unggul atas Prabowo Subianto-Sandiaga Uno.Hingga pukul 20.00 WIB, Rabu (17/4/2019), ada 4 lembaga survei yang sudah mengumpulkan data di atas 90%. Berikut ini hasilnya:01. Jokowi-Ma'ruf: 54,31%02. Prabowo-Sandiaga: 45,69% Data terkumpul: 93,17% Suara01. Jokowi-Ma'ruf: 55,38%02. Prabowo-Sandiaga: 44,62% Data terkumpul: 97,45% Suara01. Jokowi-Ma'ruf: 55,6%02. Prabowo-Sandiaga: 44,4%Data terkumpul: 95,1% Suara01. Jokowi-Ma'ruf: 54,42%02. Prabowo-Sandiaga: 45,58%Data Terkumpul: 92,5% Suara",Positif
